component,context,state,kind,subkind,requirement,threshold,ratio,verdict,project_bar_3,element,fg_token,fg_rendered,bg_token,bg_rendered,font_px,font_weight,large,count,fg_chain,bg_chain,path,text
skeleton,dark,default,non-text,fill,consumer-owned,,1.13,INFO,FAIL,(page) › div fill,--ui-color-surface,#0f172a,--docs-page-bg,#020617,,,,1,--ui-color-surface → --ui-slate-900 → #0f172a,--docs-page-bg,div.docs-demo__preview,
skeleton,dark,default,non-text,fill,exempt-decorative,,14.48,EXEMPT,PASS,onyx-skeleton.ui-skeleton--text › span.ui-skeleton__line fill,--ui-skeleton-bg,#e2e8f0,--ui-color-surface,#0f172a,,,,3,--ui-skeleton-bg → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-skeleton.ui-skeleton--text > span.ui-skeleton__line,
skeleton,dark,default,non-text,fill,exempt-decorative,,14.48,EXEMPT,PASS,onyx-skeleton.ui-skeleton--circle › span.ui-skeleton__block fill,--ui-skeleton-bg,#e2e8f0,--ui-color-surface,#0f172a,,,,1,--ui-skeleton-bg → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-skeleton.ui-skeleton--circle > span.ui-skeleton__block,
skeleton,dark,default,non-text,fill,exempt-decorative,,14.48,EXEMPT,PASS,onyx-skeleton.ui-skeleton--rect › span.ui-skeleton__block fill,--ui-skeleton-bg,#e2e8f0,--ui-color-surface,#0f172a,,,,1,--ui-skeleton-bg → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-skeleton.ui-skeleton--rect > span.ui-skeleton__block,
skeleton,acme,default,non-text,fill,consumer-owned,,1.05,INFO,FAIL,(page) › div fill,--ui-color-surface,#ffffff,--docs-page-bg,#f8fafc,,,,1,--ui-color-surface → --ui-white → #ffffff,--docs-page-bg,div.docs-demo__preview,
skeleton,acme,default,non-text,fill,exempt-decorative,,1.23,EXEMPT,FAIL,onyx-skeleton.ui-skeleton--text › span.ui-skeleton__line fill,--ui-skeleton-bg,#e2e8f0,--ui-color-surface,#ffffff,,,,3,--ui-skeleton-bg → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-skeleton.ui-skeleton--text > span.ui-skeleton__line,
skeleton,acme,default,non-text,fill,exempt-decorative,,1.23,EXEMPT,FAIL,onyx-skeleton.ui-skeleton--circle › span.ui-skeleton__block fill,--ui-skeleton-bg,#e2e8f0,--ui-color-surface,#ffffff,,,,1,--ui-skeleton-bg → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-skeleton.ui-skeleton--circle > span.ui-skeleton__block,
skeleton,acme,default,non-text,fill,exempt-decorative,,1.23,EXEMPT,FAIL,onyx-skeleton.ui-skeleton--rect › span.ui-skeleton__block fill,--ui-skeleton-bg,#e2e8f0,--ui-color-surface,#ffffff,,,,1,--ui-skeleton-bg → --ui-slate-200 → #e2e8f0,--ui-color-surface → --ui-white → #ffffff,onyx-skeleton.ui-skeleton--rect > span.ui-skeleton__block,
slider,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-slider › label.ui-slider__label,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,16,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > label.ui-slider__label,Volume
slider,light,default,non-text,thumb,required,3,1,FAIL,FAIL,onyx-slider › input.ui-slider__el ::-webkit-slider-thumb background-color,--ui-switch-thumb-color,#ffffff,--ui-color-surface,#ffffff,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,light,default,non-text,thumb-box-shadow,required,3,17.85,PASS,PASS,onyx-slider › input.ui-slider__el ::-webkit-slider-thumb box-shadow,--ui-switch-padding,#0f172a,--ui-color-surface,#ffffff,,,,1,--ui-switch-padding → --ui-border-width-thick → 2px,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,light,default,non-text,thumb-box-shadow,required,3,1.1,FAIL,FAIL,onyx-slider › input.ui-slider__el ::-webkit-slider-thumb box-shadow,--ui-progress-track-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-progress-track-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,light,default,text,text,required,4.5,17.85,PASS,PASS,onyx-slider › output.ui-slider__value,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,16,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > output.ui-slider__value,0
slider,light,default,text,text,exempt-disabled,,2.56,EXEMPT,FAIL,onyx-slider.ui-slider--disabled › label.ui-slider__label [disabled],--ui-switch-disabled-text,#94a3b8,--ui-color-surface,#ffffff,16,400,false,1,--ui-switch-disabled-text → --ui-color-disabled-text → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > label.ui-slider__label,Volume
slider,light,default,non-text,thumb,exempt-disabled,,1,EXEMPT,FAIL,onyx-slider.ui-slider--disabled › input.ui-slider__el [disabled] ::-webkit-slider-thumb background-color,--ui-switch-thumb-color,#ffffff,--ui-color-surface,#ffffff,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > input.ui-slider__el,
slider,light,default,non-text,thumb-box-shadow,exempt-disabled,,17.85,EXEMPT,PASS,onyx-slider.ui-slider--disabled › input.ui-slider__el [disabled] ::-webkit-slider-thumb box-shadow,--ui-switch-padding,#0f172a,--ui-color-surface,#ffffff,,,,1,--ui-switch-padding → --ui-border-width-thick → 2px,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > input.ui-slider__el,
slider,light,default,non-text,thumb-box-shadow,exempt-disabled,,1.1,EXEMPT,FAIL,onyx-slider.ui-slider--disabled › input.ui-slider__el [disabled] ::-webkit-slider-thumb box-shadow,--ui-progress-track-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-progress-track-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > input.ui-slider__el,
slider,light,default,text,text,exempt-disabled,,2.56,EXEMPT,FAIL,onyx-slider.ui-slider--disabled › output.ui-slider__value [disabled],--ui-switch-disabled-text,#94a3b8,--ui-color-surface,#ffffff,16,400,false,1,--ui-switch-disabled-text → --ui-color-disabled-text → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > output.ui-slider__value,0
slider,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-slider › input.ui-slider__el focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-slider › label.ui-slider__label,--ui-color-text,#f8fafc,--ui-color-surface,#0f172a,16,400,false,1,--ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider > label.ui-slider__label,Volume
slider,dark,default,non-text,thumb,required,3,17.85,PASS,PASS,onyx-slider › input.ui-slider__el ::-webkit-slider-thumb background-color,--ui-switch-thumb-color,#ffffff,--ui-color-surface,#0f172a,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,dark,default,non-text,thumb-box-shadow,required,3,17.06,PASS,PASS,onyx-slider › input.ui-slider__el ::-webkit-slider-thumb box-shadow,--ui-switch-padding,#f8fafc,--ui-color-surface,#0f172a,,,,1,--ui-switch-padding → --ui-border-width-thick → 2px,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,dark,default,non-text,thumb-box-shadow,required,3,1.22,FAIL,FAIL,onyx-slider › input.ui-slider__el ::-webkit-slider-thumb box-shadow,--ui-progress-track-bg,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-progress-track-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,dark,default,text,text,required,4.5,17.06,PASS,PASS,onyx-slider › output.ui-slider__value,--ui-color-text,#f8fafc,--ui-color-surface,#0f172a,16,400,false,1,--ui-color-text → --ui-slate-50 → #f8fafc,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider > div.ui-slider__frame > output.ui-slider__value,0
slider,dark,default,text,text,exempt-disabled,,3.75,EXEMPT,PASS,onyx-slider.ui-slider--disabled › label.ui-slider__label [disabled],--ui-switch-disabled-text,#64748b,--ui-color-surface,#0f172a,16,400,false,1,--ui-switch-disabled-text → --ui-color-disabled-text → --ui-slate-500 → #64748b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider.ui-slider--disabled > label.ui-slider__label,Volume
slider,dark,default,non-text,thumb,exempt-disabled,,17.85,EXEMPT,PASS,onyx-slider.ui-slider--disabled › input.ui-slider__el [disabled] ::-webkit-slider-thumb background-color,--ui-switch-thumb-color,#ffffff,--ui-color-surface,#0f172a,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > input.ui-slider__el,
slider,dark,default,non-text,thumb-box-shadow,exempt-disabled,,17.06,EXEMPT,PASS,onyx-slider.ui-slider--disabled › input.ui-slider__el [disabled] ::-webkit-slider-thumb box-shadow,--ui-switch-padding,#f8fafc,--ui-color-surface,#0f172a,,,,1,--ui-switch-padding → --ui-border-width-thick → 2px,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > input.ui-slider__el,
slider,dark,default,non-text,thumb-box-shadow,exempt-disabled,,1.22,EXEMPT,FAIL,onyx-slider.ui-slider--disabled › input.ui-slider__el [disabled] ::-webkit-slider-thumb box-shadow,--ui-progress-track-bg,#1e293b,--ui-color-surface,#0f172a,,,,1,--ui-progress-track-bg → --ui-color-neutral-surface → --ui-slate-800 → #1e293b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > input.ui-slider__el,
slider,dark,default,text,text,exempt-disabled,,3.75,EXEMPT,PASS,onyx-slider.ui-slider--disabled › output.ui-slider__value [disabled],--ui-switch-disabled-text,#64748b,--ui-color-surface,#0f172a,16,400,false,1,--ui-switch-disabled-text → --ui-color-disabled-text → --ui-slate-500 → #64748b,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > output.ui-slider__value,0
slider,dark,focus,non-text,focus-ring,required,3,9.29,PASS,PASS,onyx-slider › input.ui-slider__el focus-ring/box-shadow,--ui-focus-ring,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-focus-ring → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,acme,default,text,text,required,4.5,17.85,PASS,PASS,onyx-slider › label.ui-slider__label,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,16,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > label.ui-slider__label,Volume
slider,acme,default,non-text,thumb,required,3,1,FAIL,FAIL,onyx-slider › input.ui-slider__el ::-webkit-slider-thumb background-color,--ui-switch-thumb-color,#ffffff,--ui-color-surface,#ffffff,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,acme,default,non-text,thumb-box-shadow,required,3,17.85,PASS,PASS,onyx-slider › input.ui-slider__el ::-webkit-slider-thumb box-shadow,--ui-switch-padding,#0f172a,--ui-color-surface,#ffffff,,,,1,--ui-switch-padding → --ui-border-width-thick → 2px,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,acme,default,non-text,thumb-box-shadow,required,3,1.1,FAIL,FAIL,onyx-slider › input.ui-slider__el ::-webkit-slider-thumb box-shadow,--ui-progress-track-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-progress-track-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
slider,acme,default,text,text,required,4.5,17.85,PASS,PASS,onyx-slider › output.ui-slider__value,--ui-color-text,#0f172a,--ui-color-surface,#ffffff,16,400,false,1,--ui-color-text → --ui-slate-900 → #0f172a,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > output.ui-slider__value,0
slider,acme,default,text,text,exempt-disabled,,2.56,EXEMPT,FAIL,onyx-slider.ui-slider--disabled › label.ui-slider__label [disabled],--ui-switch-disabled-text,#94a3b8,--ui-color-surface,#ffffff,16,400,false,1,--ui-switch-disabled-text → --ui-color-disabled-text → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > label.ui-slider__label,Volume
slider,acme,default,non-text,thumb,exempt-disabled,,1,EXEMPT,FAIL,onyx-slider.ui-slider--disabled › input.ui-slider__el [disabled] ::-webkit-slider-thumb background-color,--ui-switch-thumb-color,#ffffff,--ui-color-surface,#ffffff,,,,1,--ui-switch-thumb-color → --ui-white → #ffffff,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > input.ui-slider__el,
slider,acme,default,non-text,thumb-box-shadow,exempt-disabled,,17.85,EXEMPT,PASS,onyx-slider.ui-slider--disabled › input.ui-slider__el [disabled] ::-webkit-slider-thumb box-shadow,--ui-switch-padding,#0f172a,--ui-color-surface,#ffffff,,,,1,--ui-switch-padding → --ui-border-width-thick → 2px,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > input.ui-slider__el,
slider,acme,default,non-text,thumb-box-shadow,exempt-disabled,,1.1,EXEMPT,FAIL,onyx-slider.ui-slider--disabled › input.ui-slider__el [disabled] ::-webkit-slider-thumb box-shadow,--ui-progress-track-bg,#f1f5f9,--ui-color-surface,#ffffff,,,,1,--ui-progress-track-bg → --ui-color-neutral-surface → --ui-slate-100 → #f1f5f9,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > input.ui-slider__el,
slider,acme,default,text,text,exempt-disabled,,2.56,EXEMPT,FAIL,onyx-slider.ui-slider--disabled › output.ui-slider__value [disabled],--ui-switch-disabled-text,#94a3b8,--ui-color-surface,#ffffff,16,400,false,1,--ui-switch-disabled-text → --ui-color-disabled-text → --ui-slate-400 → #94a3b8,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider.ui-slider--disabled > div.ui-slider__frame > output.ui-slider__value,0
slider,acme,focus,non-text,focus-ring,required,3,4.23,PASS,PASS,onyx-slider › input.ui-slider__el focus-ring/box-shadow,--ui-focus-ring,#8b5cf6,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → #8b5cf6,--ui-color-surface → --ui-white → #ffffff,onyx-slider.ui-slider > div.ui-slider__frame > input.ui-slider__el,
spinner,light,default,non-text,border-t,informational,,5.17,INFO,PASS,onyx-spinner.ui-spinner--sm › span.ui-spinner__ring border-t,--ui-spinner-color,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-spinner-color → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner.ui-spinner--sm > span.ui-spinner__ring,
spinner,light,default,non-text,border-rbl,informational,,1.23,INFO,FAIL,onyx-spinner.ui-spinner--sm › span.ui-spinner__ring border-rbl,,#e2e8f0,--ui-color-surface,#ffffff,,,,1,,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner.ui-spinner--sm > span.ui-spinner__ring,
spinner,light,default,non-text,border-t,informational,,5.17,INFO,PASS,onyx-spinner › span.ui-spinner__ring border-t,--ui-spinner-color,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-spinner-color → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner > span.ui-spinner__ring,
spinner,light,default,non-text,border-rbl,informational,,1.23,INFO,FAIL,onyx-spinner › span.ui-spinner__ring border-rbl,,#e2e8f0,--ui-color-surface,#ffffff,,,,1,,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner > span.ui-spinner__ring,
spinner,light,default,non-text,border-t,informational,,5.17,INFO,PASS,onyx-spinner.ui-spinner--lg › span.ui-spinner__ring border-t,--ui-spinner-color,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-spinner-color → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner.ui-spinner--lg > span.ui-spinner__ring,
spinner,light,default,non-text,border-rbl,informational,,1.23,INFO,FAIL,onyx-spinner.ui-spinner--lg › span.ui-spinner__ring border-rbl,,#e2e8f0,--ui-color-surface,#ffffff,,,,1,,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner.ui-spinner--lg > span.ui-spinner__ring,
spinner,dark,default,non-text,border-t,informational,,9.29,INFO,PASS,onyx-spinner.ui-spinner--sm › span.ui-spinner__ring border-t,--ui-spinner-color,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-spinner-color → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-spinner.ui-spinner.ui-spinner--sm > span.ui-spinner__ring,
spinner,dark,default,non-text,border-rbl,informational,,1.72,INFO,FAIL,onyx-spinner.ui-spinner--sm › span.ui-spinner__ring border-rbl,,#334155,--ui-color-surface,#0f172a,,,,1,,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-spinner.ui-spinner.ui-spinner--sm > span.ui-spinner__ring,
spinner,dark,default,non-text,border-t,informational,,9.29,INFO,PASS,onyx-spinner › span.ui-spinner__ring border-t,--ui-spinner-color,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-spinner-color → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-spinner.ui-spinner > span.ui-spinner__ring,
spinner,dark,default,non-text,border-rbl,informational,,1.72,INFO,FAIL,onyx-spinner › span.ui-spinner__ring border-rbl,,#334155,--ui-color-surface,#0f172a,,,,1,,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-spinner.ui-spinner > span.ui-spinner__ring,
spinner,dark,default,non-text,border-t,informational,,9.29,INFO,PASS,onyx-spinner.ui-spinner--lg › span.ui-spinner__ring border-t,--ui-spinner-color,#34d399,--ui-color-surface,#0f172a,,,,1,--ui-spinner-color → --ui-color-primary → --ui-emerald-400 → #34d399,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-spinner.ui-spinner.ui-spinner--lg > span.ui-spinner__ring,
spinner,dark,default,non-text,border-rbl,informational,,1.72,INFO,FAIL,onyx-spinner.ui-spinner--lg › span.ui-spinner__ring border-rbl,,#334155,--ui-color-surface,#0f172a,,,,1,,--ui-color-surface → --ui-slate-900 → #0f172a,onyx-spinner.ui-spinner.ui-spinner--lg > span.ui-spinner__ring,
spinner,acme,default,non-text,border-t,informational,,5.7,INFO,PASS,onyx-spinner.ui-spinner--sm › span.ui-spinner__ring border-t,--ui-spinner-color,#7c3aed,--ui-color-surface,#ffffff,,,,1,--ui-spinner-color → --ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner.ui-spinner--sm > span.ui-spinner__ring,
spinner,acme,default,non-text,border-rbl,informational,,1.23,INFO,FAIL,onyx-spinner.ui-spinner--sm › span.ui-spinner__ring border-rbl,,#e2e8f0,--ui-color-surface,#ffffff,,,,1,,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner.ui-spinner--sm > span.ui-spinner__ring,
spinner,acme,default,non-text,border-t,informational,,5.7,INFO,PASS,onyx-spinner › span.ui-spinner__ring border-t,--ui-spinner-color,#7c3aed,--ui-color-surface,#ffffff,,,,1,--ui-spinner-color → --ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner > span.ui-spinner__ring,
spinner,acme,default,non-text,border-rbl,informational,,1.23,INFO,FAIL,onyx-spinner › span.ui-spinner__ring border-rbl,,#e2e8f0,--ui-color-surface,#ffffff,,,,1,,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner > span.ui-spinner__ring,
spinner,acme,default,non-text,border-t,informational,,5.7,INFO,PASS,onyx-spinner.ui-spinner--lg › span.ui-spinner__ring border-t,--ui-spinner-color,#7c3aed,--ui-color-surface,#ffffff,,,,1,--ui-spinner-color → --ui-color-primary → #7c3aed,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner.ui-spinner--lg > span.ui-spinner__ring,
spinner,acme,default,non-text,border-rbl,informational,,1.23,INFO,FAIL,onyx-spinner.ui-spinner--lg › span.ui-spinner__ring border-rbl,,#e2e8f0,--ui-color-surface,#ffffff,,,,1,,--ui-color-surface → --ui-white → #ffffff,onyx-spinner.ui-spinner.ui-spinner--lg > span.ui-spinner__ring,
stack,light,default,non-text,box,informational,,5.17,INFO,PASS,onyx-button.ui-button--primary › button.ui-button__el box,--ui-button-bg,#2563eb,--ui-color-surface,#ffffff,,,,5,--ui-button-bg → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,light,default,text,text,required,4.5,5.17,PASS,PASS,onyx-button.ui-button--primary › span.ui-button__label,--ui-button-text,#ffffff,--ui-button-bg,#2563eb,16,600,false,5,--ui-button-text → --ui-color-on-primary → --ui-white → #ffffff,--ui-button-bg → --ui-color-primary → --ui-blue-500 → #2563eb,onyx-button.ui-button.ui-button--primary > button.ui-button__el > span.ui-button__label,Save
stack,light,default,non-text,border,informational,,5.17,INFO,PASS,onyx-button.ui-button--secondary › button.ui-button__el border,--ui-color-primary,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,light,default,text,text,required,4.5,5.17,PASS,PASS,onyx-button.ui-button--secondary › span.ui-button__label,--ui-color-primary,#2563eb,--ui-color-surface,#ffffff,16,600,false,1,--ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el > span.ui-button__label,Preview
stack,light,default,text,text,required,4.5,5.17,PASS,PASS,onyx-button.ui-button--text › span.ui-button__label,--ui-color-primary,#2563eb,--ui-color-surface,#ffffff,16,600,false,1,--ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--text > button.ui-button__el > span.ui-button__label,Cancel
stack,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-button.ui-button--primary › button.ui-button__el focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,light,focus,non-text,focus-ring-vs-control,informational,,1,INFO,FAIL,onyx-button.ui-button--primary › button.ui-button__el focus-ring/vs-control,--ui-focus-ring,#2563eb,--ui-button-bg,#2563eb,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-button-bg → --ui-color-primary → --ui-blue-500 → #2563eb,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-button.ui-button--secondary › button.ui-button__el focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,light,focus,non-text,focus-ring,required,3,5.17,PASS,PASS,onyx-button.ui-button--text › button.ui-button__el focus-ring/box-shadow,--ui-focus-ring,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-focus-ring → --ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--text > button.ui-button__el,
stack,light,hover,text,text,required,4.5,6.7,PASS,PASS,onyx-button.ui-button--primary › span.ui-button__label,--ui-button-text,#ffffff,--ui-button-bg-hover,#1d4ed8,16,600,false,1,--ui-button-text → --ui-color-on-primary → --ui-white → #ffffff,--ui-button-bg-hover → --ui-color-primary-hover → --ui-blue-600 → #1d4ed8,onyx-button.ui-button.ui-button--primary > button.ui-button__el > span.ui-button__label,Save
stack,light,hover,non-text,box,informational,,6.7,INFO,PASS,onyx-button.ui-button--primary › button.ui-button__el box,--ui-button-bg-hover,#1d4ed8,--ui-color-surface,#ffffff,,,,1,--ui-button-bg-hover → --ui-color-primary-hover → --ui-blue-600 → #1d4ed8,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--primary > button.ui-button__el,
stack,light,hover,text,text,required,4.5,4.75,PASS,PASS,onyx-button.ui-button--secondary › span.ui-button__label,--ui-color-primary,#2563eb,--ui-color-surface-hover,#eff6ff,16,600,false,1,--ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el > span.ui-button__label,Preview
stack,light,hover,non-text,border,informational,,5.17,INFO,PASS,onyx-button.ui-button--secondary › button.ui-button__el border,--ui-color-primary,#2563eb,--ui-color-surface,#ffffff,,,,1,--ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface → --ui-white → #ffffff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
stack,light,hover,non-text,border-vs-own-bg,informational,,4.75,INFO,PASS,onyx-button.ui-button--secondary › button.ui-button__el border/inner,--ui-color-primary,#2563eb,--ui-color-surface-hover,#eff6ff,,,,1,--ui-color-primary → --ui-blue-500 → #2563eb,--ui-color-surface-hover → --ui-blue-50 → #eff6ff,onyx-button.ui-button.ui-button--secondary > button.ui-button__el,
